title,brand,author,cover,publication_date,category,reviews,num_pages,price,img_url,Language,url
Mandela - The Authorised Portrait,ماركة غير محددة,‎Mac Maharaj‎,Hardcover,2014,"القصة والرواية,  كتب قيمة بسعر مخفض,",Not found,‎432‎ Pages‎,76,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509592.jpg",انجليزي,
Frenemies - The Epic Disruption of the Advertising Industry (and Why This Matters),هاربر كولينز,‎Ken Auletta‎,Paperback,2018,"القصة والرواية,",Not found,‎368‎ Pages‎,19,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/511539.jpg",انجليزي,
The Assault on Intelligence,البطريق,‎Michael Hayden‎,Hardcover,2018,"القصة والرواية,",Not found,‎304‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/511619.jpg",انجليزي,
The Last Castle - The Epic Story of Love,Simon & Schuster (USA),‎Denise Kiernan‎,Paperback,2018,"القصة والرواية,",Not found,‎صفحة 416‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/511634.jpg",انجليزي,
The American Spirit - Who We Are and What We Stand For,Simon & Schuster (USA),‎David McCullough‎,Paperback,2018,"القصة والرواية,",Not found,‎صفحة 192‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/511638.jpg",انجليزي,
Being Mortal - Illness,Profile Books,‎Atul Gawande‎,Paperback,2015,"القصة والرواية,",Not found,‎304‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510610.jpg",انجليزي,
Why Nations Fail - The Origins of Power,Profile Books,‎Daron Acemoglu‎,Paperback,2012,"القصة والرواية,",Not found,‎532‎ Pages‎,99,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510613.jpg",انجليزي,
Devil's Bargain,البطريق,‎Joshua Green‎,Paperback,2018,"القصة والرواية,",Not found,‎288‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510892.jpg",انجليزي,
Globalization,أوكسفورد,‎Manfred Steger‎,Paperback,2017,"القصة والرواية,",Not found,‎176‎ Pages‎,19,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510940.jpg",انجليزي,
Great Military Disasters,Quercus.,‎Julian Spilsbury‎,Paperback,2018,"القصة والرواية,  كتب قيمة بسعر مخفض,",Not found,Not found,32,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509799.jpg",انجليزي,
Head in The Cloud - Why Knowing Things Still Matters When Facts are So Easy to Look Up,ماركة غير محددة,‎William Poundstone‎,Hardcover,2018,"القصة والرواية,  كتب قيمة بسعر مخفض,",Not found,‎352‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509985.jpg",انجليزي,
The Brain - The Story of You,كتب القوانين,‎David Eagleman‎,Paperback,2016,"القصة والرواية,",Not found,‎224‎ Pages‎,75,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510489.jpg",انجليزي,
The Last Lecture,هوددر وستونتون,‎Randy Pausch‎,Paperback,2010,"القصة والرواية,",Not found,‎224‎ Pages‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/459958.jpg",انجليزي,
Three Weeks with My Brother,البني الصغير والشركة,‎Nicholas Sparks‎,Paperback,2006,"القصة والرواية,",Not found,‎384‎ Pages‎,35,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/363267.jpg",انجليزي,
The Smartest Kids in The World,Simon & Schuster (USA),‎Amanda Ripley‎,Paperback,2014,"القصة والرواية,",Not found,‎صفحة 320‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/3/435151.jpg",انجليزي,
Do No Harm,أوريون,‎Henry Marsh‎,Paperback,2014,"القصة والرواية,",Not found,‎288‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/440641.jpg",انجليزي,
Science in Seconds,Quercus.,‎Hazel Muir‎,Paperback,2012,"القصة والرواية,",Not found,‎صفحة 416‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/421002.jpg",انجليزي,
Behind The Beautiful Forevers - Life,منزل عشوائي,‎Katherine Boo‎,Paperback,2014,"القصة والرواية,",Not found,‎262‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/425361.jpg",انجليزي,
SAS and Elite Forces Guide Special Forces in Action: Elite Forces Operations,كتب ديدالوس,‎Alexander Stillwell‎,Paperback,2012,"القصة والرواية,",Not found,‎صفحة 320‎,40.25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/428194.jpg",انجليزي,
Hatching Twitter,هوددر وستونتون,‎Nick Bilton‎,Paperback,2013,"القصة والرواية,",Not found,Not found,31,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/419009.jpg",انجليزي,
Stolen: Escape from Syria,transworld.,‎Louise Monaghan‎,Paperback,2013,"القصة والرواية,",Not found,‎256‎ Pages‎,45,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/419474.jpg",انجليزي,
Escaping The Invasion,Local Market (English Books),‎Huda Al‎-‎Medlej‎,Paperback,2012,"القصة والرواية,",Not found,‎58‎ Pages‎,56,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/413468.jpg",انجليزي,
Innocent Victims in The Global War on Terror,Local Market (English Books),‎Muhammad Abdullah Salloomi‎,Paperback,2008,"القصة والرواية,",Not found,Not found,67.85,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/360640.jpg",انجليزي,
Love in a Torn Land,transworld.,‎Jean Sasson‎,Paperback,2007,"القصة والرواية,",Not found,‎432‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/1/317759.jpg",انجليزي,
Our Fragile World - Beauty of a Planet Under Pressure,التايمز وهديسون,‎Troth Wells‎,Hardcover,2005,"القصة والرواية,",Not found,‎صفحة 192‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/2/7/a/c27ac6bb1ab0e9c2ed0d4f184cdd7732d143da46_282810.jpg",انجليزي,
The World is Flat - A Brief History of The Twenty-first Century,غريفين القديس مارتن,‎Thomas Friedman‎,Paperback,2007,"القصة والرواية,",Not found,‎660‎ Pages‎,45,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/8/288487.jpg",انجليزي,
The Great Influenza - The Story of The Deadliest Pandemic in History,البطريق,‎John Barry‎,Paperback,2005,"القصة والرواية,",Not found,‎560‎ Pages‎,79,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/291053.jpg",انجليزي,
Not Without My Daughter,transworld.,‎Betty Mahmoody‎,Paperback,2004,"القصة والرواية,",Not found,‎528‎ Pages‎,43,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/5/251561.jpg",انجليزي,
A Long Way Gone: Memoirs of a Boy Soldier,هاربر كولينز,‎Ishmael Beah‎,Paperback,2008,"القصة والرواية,",Not found,‎400‎ Pages‎,43,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/323377.jpg",انجليزي,
News of A Kidnapping,منزل عشوائي,‎Gabriel Garcia Marquez‎,Paperback,2008,"القصة والرواية,",Not found,‎291‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/324041.jpg",انجليزي,
Three Cups of Tea,البطريق,‎Greg Mortenson‎,Paperback,2008,"القصة والرواية,",Not found,‎368‎ Pages‎,19,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/329149.jpg",انجليزي,
A Short History of Nearly Everything,transworld.,‎Bill Bryson‎,Paperback,2004,"القصة والرواية,",Not found,Not found,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/b/2/0/c/b20ccd77c0f203e411badc8bcc2dc16c77f4dd8e_244771.jpg",انجليزي,
The Seat Of The Soul,سيمون وشوستر,‎Gary Zukav‎,Paperback,2014,"القصة والرواية,",Not found,‎348‎ Pages‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/3/138218.jpg",انجليزي,
Finding Chika,البني الصغير والشركة,‎Mitch Albom‎,Paperback,2020,"القصة والرواية,",Not found,‎256‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555477.jpg",انجليزي,
Boy Who Followed His Father Into Auschwitz - A True Story Family and Survival,هاربر كولينز,‎Jeremy Dronfield‎,Paperback,2020,"القصة والرواية,",Not found,‎464‎ Pages‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555703.jpg",انجليزي,
How to Survive a Pandemic,Pan Books,‎Michael Greger‎,Paperback,2020,"القصة والرواية,",Not found,‎592‎ Pages‎,79,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555704.jpg",انجليزي,
Natives - Race & Class in The Ruins of Empire,هوددر وستونتون,‎Akala‎,Paperback,2019,"القصة والرواية,",Not found,‎352‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555863.jpg",انجليزي,
The Warmth of Other Suns - The Epic Story of America's Great Migration,البطريق,‎Isabel Wilkerson‎,Paperback,2011,"القصة والرواية,  وصل حديثاً,",Not found,‎640‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555869.jpg",انجليزي,
The Anatomy of Peace,البطريق,‎Staffs of Arbinger Institute‎,Paperback,2020,القصة والرواية,Not found,‎288‎ Pages‎,89,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555944.jpg",انجليزي,
Underland - A Deep Time Journey,البطريق,‎Robert Macfarlane‎,Paperback,2020,"القصة والرواية,",Not found,‎496‎ Pages‎,59,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/556051.jpg",انجليزي,
Normandy '44,البطريق,‎James Holland‎,Paperback,2020,"القصة والرواية,",Not found,‎864‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/556054.jpg",انجليزي,
Stamped from The Beginning - The Definitive History of Racist Ideas in America,كتب وارنر,‎Ibram Kendi‎,Paperback,2017,"القصة والرواية,  وصل حديثاً,",Not found,‎608‎ Pages‎,99,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555072.jpg",انجليزي,
Why are All The Black Kids Sitting Together in The Cafeteria - Other Conversation About Race,كتب وارنر,‎Beverly Daniel Tatum‎,Paperback,2017,"القصة والرواية,  وصل حديثاً,",Not found,‎464‎ Pages‎,89,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555073.jpg",انجليزي,
Lady in Waiting - My Extraordinary Life in The Shadow of The Crown,البني الصغير والشركة,‎Anne Glenconner‎,Paperback,2020,"القصة والرواية,",Not found,‎336‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555076.jpg",انجليزي,
Clean - The New Science of Skin and The Beauty of Doing Less,البطريق,‎James Hamblin‎,Paperback,2020,"القصة والرواية,",Not found,‎280‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/552821.jpg",انجليزي,
Too Much and Never Enough - How My Family Created The World's Most Dangerous Man,سيمون وشوستر,‎Mary Trump‎,Hardcover,2020,"القصة والرواية,",Not found,‎صفحة240‎,89,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/552909.jpg",انجليزي,
Equation of Life,Local Market (English Books),‎Ranad Abdelmatloub Moawad‎,Paperback,2020,"القصة والرواية,",Not found,‎130‎ Pages‎,59,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/553072.jpg",انجليزي,
Enlightenment Now - The Case for Reason,البطريق,‎Steven Pinker‎,Paperback,2019,"القصة والرواية,",Not found,‎558‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/553372.jpg",انجليزي,
Why Im No Longer Talking To White People About Race - Includes New Chapter,بلومزبري,‎Reni Eddo‎-‎Lodge‎,Paperback,2018,"القصة والرواية,",Not found,‎288‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/551001.jpg",انجليزي,
That Will Never Work - The Birth of Netflix and The Amazing Life of an Idea,كتب الأخطبوط,‎Marc Randolph‎,Paperback,2019,"القصة والرواية,",Not found,‎صفحة 320‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/551015.jpg",انجليزي,
